id,headline,text_raw,text_normalized,sentiment,sentiment_numerical
124342,,"Und warum sind Berufe, in denen Männer arbeiten fast durchwegs immer besser bezahlt als Berufe, in denen vorwiegend Frauen arbeiten? Und warum wird die Bezahlung immer dann schlechter, wenn der Beruf nicht mehr von Männern ausgeübt wird sondern von Frauen?
Hier könnte man als Beispiel nennen: Textilarbeiter(innen), gewisse Sekretärstätigkeiten, das ganze Volksschulwesen (das hat mittlerweile halbwegs aufgeholt, war aber nicht immer so)?","und warum sind berufe , in denen männer arbeiten fast durchwegs immer besser bezahlt als berufe , in denen vorwiegend frauen arbeiten ? und warum wird die bezahlung immer dann schlechter , wenn der beruf nicht mehr von männern ausgeübt wird sondern von frauen ? hier könnte man als beispiel nennen : textilarbeiter ( innen ) , gewisse sekretärstätigkeiten , das ganze volksschulwesen ( das hat mittlerweile halbwegs aufgeholt , war aber nicht immer so ) ?",SentimentNeutral,1
124343,,"da mein ursprüngliches posting anscheinend gelöscht wurde, die kurzfassung:

leider werden konkrete position, wie auch im artikel oben, zu einer ""jetzt ist genug""-masse verallgemeinert. und feministsiche grundpositionen negiert, sobald man in detailfragen anderer meinung ist.","da mein ursprüngliches posting anscheinend gelöscht wurde , die kurzfassung : leider werden konkrete position , wie auch im artikel oben , zu einer  jetzt ist genug  -masse verallgemeinert . und feministsiche grundpositionen negiert , sobald man in detailfragen anderer meinung ist .",SentimentNeutral,1
124344,,"Nun, die ""feministische Denkwelt"" geht davon aus, dass es kulturelle Ursachen sind, dass sich - wie du richtig beschreibst - ""frei gewählte Modelle"" derart ident aneinanderreihen. Das ist also nicht gottgegeben und war auch nicht immer schon so. Ob und wie man der kulturellen Prägung erliegt oder Alternativen sieht, hängt maßgeblich mit Bildung und Bewusstsein zusammen.
Der klassische Feminismus analysiert, wie diese ""frei gewählten Modelle"" aufgebaut sind, wie sie entstehen und wie sie weitergegeben werden und damit auch, auf welchen Voraussetzungen sie aufbauen. Daraus ergibt sich enormes Befreiungspotential für uns alle - also auch für mich als Mann.","nun , die  feministische denkwelt  geht davon aus , dass es kulturelle ursachen sind , dass sich - wie du richtig beschreibst -  frei gewählte modelle  derart ident aneinanderreihen . das ist also nicht gottgegeben und war auch nicht immer schon so . ob und wie man der kulturellen prägung erliegt oder alternativen sieht , hängt maßgeblich mit bildung und bewusstsein zusammen . der klassische feminismus analysiert , wie diese  frei gewählten modelle  aufgebaut sind , wie sie entstehen und wie sie weitergegeben werden und damit auch , auf welchen voraussetzungen sie aufbauen . daraus ergibt sich enormes befreiungspotential für uns alle - also auch für mich als mann .",SentimentNeutral,1
124345,,"Dein Vollzeit/Teilzeitargument ist mathematisch aus einem bestimmten Blickpunkt richtig und trotzdem ein Scheinargument. Zum einen macht es für die Betroffenen keinen Unterschied: Am Ende des Monats wird der Betrag x aufs Konto überwiesen. Mit dem kann man das und das finanzieren. Das heißt, die Betroffenen verdienen das ja wirklich weniger und bilden sich das nicht bloß ein.
Zum anderen ist es ja nicht so, dass alle Frauen freiwillig Teilzeit arbeiten. Vielen wird nur ein Teilzeitjob angeboten oder sie können nur Teilzeit, weil sie die Kinderbetreuung umgehängt bekommen haben und adäquate Kinderbetreuungseinrichtungen fehlen.","dein vollzeit / teilzeitargument ist mathematisch aus einem bestimmten blickpunkt richtig und trotzdem ein scheinargument . zum einen macht es für die betroffenen keinen unterschied : am ende des monats wird der betrag x aufs konto überwiesen . mit dem kann man das und das finanzieren . das heißt , die betroffenen verdienen das ja wirklich weniger und bilden sich das nicht bloß ein . zum anderen ist es ja nicht so , dass alle frauen freiwillig teilzeit arbeiten . vielen wird nur ein teilzeitjob angeboten oder sie können nur teilzeit , weil sie die kinderbetreuung umgehängt bekommen haben und adäquate kinderbetreuungseinrichtungen fehlen .",SentimentNeutral,1
124346,,"ich finde man sollte vorallem zwischen öffentlicher und akademischer debatte unterscheiden. eine davon halt ich für wichtig und richtig, die andere für schlicht entbehrlich.","ich finde man sollte vorallem zwischen öffentlicher und akademischer debatte unterscheiden . eine davon halt ich für wichtig und richtig , die andere für schlicht entbehrlich .",SentimentNeutral,1
124347,,"Das ist in der Tat eine berechtigte Frage - allerdings hat's doch auch etliche Fortschritte gegeben. Ich sehe das Problem hauptsächlich darin, dass sich der Diskurs um Frauenemanzipation mittlerweile voll auf die Situation von (weißen) Mittelschichtfrauen verlagert hat. Nicht, dass ich deren Bedürfnisse kleinreden will. Aber sie sind ganz andere Bedürfnisse als die von (u.U. auch nicht-weißen) Frauen aus der Arbeiterschicht. Daraus den Schluss zu ziehen, Feminismus und Gendertheorie seien prinzipiell ein Blödsinn, ist allerdings nicht legitim. Die Strategie scheint an vielen Bedürfnissen und realen Machtverhältnissen vorbeizugehen.","das ist in der tat eine berechtigte frage - allerdings hat ' s doch auch etliche fortschritte gegeben . ich sehe das problem hauptsächlich darin , dass sich der diskurs um frauenemanzipation mittlerweile voll auf die situation von ( weißen ) mittelschichtfrauen verlagert hat . nicht , dass ich deren bedürfnisse kleinreden will . aber sie sind ganz andere bedürfnisse als die von ( u . u . auch nicht-weißen ) frauen aus der arbeiterschicht . daraus den schluss zu ziehen , feminismus und gendertheorie seien prinzipiell ein blödsinn , ist allerdings nicht legitim . die strategie scheint an vielen bedürfnissen und realen machtverhältnissen vorbeizugehen .",SentimentNeutral,1
124348,,"Ich, männlich, 34 Jahre jung arbeite Teilzeit, verdiente gutes Geld dabei und Hauptmotivation sind meine netten Kollegen. Plane gerade einen Urlaub auf den Malediven für Februar. :) In 2 Wochen gehts nach Schweden. Arbeit gefäll mir übrigens auch. Ich würde keinen Job machen wollen, wos mir nur ums Geld geht. Ich geh ja ned aufn Strich.","ich , männlich , 34 jahre jung arbeite teilzeit , verdiente gutes geld dabei und hauptmotivation sind meine netten kollegen . plane gerade einen urlaub auf den malediven für februar . EMOTICON in 2 wochen gehts nach schweden . arbeit gefäll mir übrigens auch . ich würde keinen job machen wollen , wos mir nur ums geld geht . ich geh ja ned aufn strich .",SentimentNeutral,1
124349,,"Och, in Indien und in China gibt's nach wie vor welche. Mir fallen auf die Schnelle nur die Musuo ein:
https://de.wikipedia.org/wiki/Mosuo","och , in indien und in china gibt ' s nach wie vor welche . mir fallen auf die schnelle nur die musuo ein : URL",SentimentNeutral,1
124350,"wenn man bedenkt, dass etwa 40% der haushalte aus singles bestehen, kann nicht von doppelbelastung der frauen gesprochen werden. oder gibt es nur männliche singlehaushalte?","wenn man bedenkt, dass etwa 40% der haushalte aus singles bestehen, kann nicht von doppelbelastung der frauen gesprochen werden. oder gibt es nur männliche singlehaushalte? abgesehen von ungeplanten kindern gibt es einfach keine versicherung, dass eine partnerschaft ewig hält.
übrig bleiben zumeist die frauen.

dieses problem wird niemand lösen, solange wir männer keine kinder bekommen können.","wenn man bedenkt , dass etwa 40 % der haushalte aus singles bestehen , kann nicht von doppelbelastung der frauen gesprochen werden . oder gibt es nur männliche singlehaushalte ? abgesehen von ungeplanten kindern gibt es einfach keine versicherung , dass eine partnerschaft ewig hält . übrig bleiben zumeist die frauen . dieses problem wird niemand lösen , solange wir männer keine kinder bekommen können .",SentimentNeutral,1
124351,,"Nun, alleine dass du die Aussage über die freie Wahl von Lebensentwürfen und Geschlechterrollen überhaupt tätigen kannst, hast du ganz wesentlich dem Feminismus zu verdanken. Der hat das Ganze erst ernsthaft hinterfragbar gemacht und uns Begriffe mitgegeben, zu hinterfragen. Also gerade die von dir unterstellte ""Ideologie"", die ""im Hintergrund ständig husst""... So viel auch zum Erfolg der Vernichtung der Aufklärung: Wissen und kritisches Denkvermögen nehmen generell ab.","nun , alleine dass du die aussage über die freie wahl von lebensentwürfen und geschlechterrollen überhaupt tätigen kannst , hast du ganz wesentlich dem feminismus zu verdanken . der hat das ganze erst ernsthaft hinterfragbar gemacht und uns begriffe mitgegeben , zu hinterfragen . also gerade die von dir unterstellte  ideologie  , die  im hintergrund ständig husst  . so viel auch zum erfolg der vernichtung der aufklärung : wissen und kritisches denkvermögen nehmen generell ab .",SentimentNeutral,1
124352,Also im Pfusch hier,"Also im Pfusch hier - PutzFRAU ab 20€ / Stunde 
- PC und Programmierer : 10.-15€/Stunde 
sowarei - die Frauen verdienen da mehr",also im pfusch hier - putzfrau ab 20€ / stunde - pc und programmierer : 10 . -15€ / stunde sowarei - die frauen verdienen da mehr,SentimentNeutral,1
124353,,"Das Problem mit der Bundeshymne ist IMHO einfach das man nicht mal 5 Minuten überlegt hat wie die Änderung durchgeführt wird. Hätte man Söhne durch Personen oder ein anderes geschlechtsneutrales Wort ersetzt hätte es wahrscheinlich weniger Gegenwind gegeben und außerdem hätte es im Gegensatz zur aktuellen Version auch noch eher in die Melodie gepasst. 

Dem Gendering, in der aktuellen Form, stehe ich kritisch gegenüber, da man von Experten und aus der Wirtschaft immer wieder hört, dass die Jugend kein vernünftiges Deutsch beherrscht bzw. nicht sinnerfassend Lesen kann und meiner Meinung nach dieses Zerstückeln der Texte durch /innen usw. weder den Deutsch- noch den Lesekenntissen, zuträglich ist.","das problem mit der bundeshymne ist imho einfach das man nicht mal 5 minuten überlegt hat wie die änderung durchgeführt wird . hätte man söhne durch personen oder ein anderes geschlechtsneutrales wort ersetzt hätte es wahrscheinlich weniger gegenwind gegeben und außerdem hätte es im gegensatz zur aktuellen version auch noch eher in die melodie gepasst . dem gendering , in der aktuellen form , stehe ich kritisch gegenüber , da man von experten und aus der wirtschaft immer wieder hört , dass die jugend kein vernünftiges deutsch beherrscht bzw . nicht sinnerfassend lesen kann und meiner meinung nach dieses zerstückeln der texte durch / innen usw . weder den deutsch- noch den lesekenntissen , zuträglich ist .",SentimentNeutral,1
124354,,Simpel: Mater semper certa est. Die rechtliche Vaterschaft dagegen musste historisch implizit (Ehe) oder anderenfalls explizit anerkannt werden.,simpel : mater semper certa est . die rechtliche vaterschaft dagegen musste historisch implizit ( ehe ) oder anderenfalls explizit anerkannt werden .,SentimentNeutral,1
124355,,"ja ok, Beate","ja ok , beate",SentimentNegative,0
124356,,"Hier wird gelöscht - es ist unglaublich. Scheinbar alles, das ideologisch nicht genehm ist.... Kritik ist offenbar nicht erwünscht. Dann bitte aber mal die eigenen Maßstäbe überdenken, wie sie oben dargelegt worden sind. Man selbst will kritisieren, aber andere dürfen es nicht - spannende Haltung!","hier wird gelöscht - es ist unglaublich . scheinbar alles , das ideologisch nicht genehm ist . kritik ist offenbar nicht erwünscht . dann bitte aber mal die eigenen maßstäbe überdenken , wie sie oben dargelegt worden sind . man selbst will kritisieren , aber andere dürfen es nicht - spannende haltung !",SentimentNegative,0
124357,,"1. bei 40% singlehaushalten von ""haushalt ist auch ihre sache"" zu schreiben hat schon was.
2. die studie der oecd bezieht sich - unter anderem - auf befragungen über den zeitaufwand im haushalt und deren subjektive beantwortungen.
3. und jetzt zum kern - fahrens jetzt zu mittag durch die große stadt und beobachtens die baustellen. wer da so aller in der größten hitze arbeitet. und dann ein kurzer abstecher ins städtische strandbad. und dann reden wir noch einmal über privilegierte positionen und die realität.",1 . bei 40 % singlehaushalten von  haushalt ist auch ihre sache  zu schreiben hat schon was . 2 . die studie der oecd bezieht sich - unter anderem - auf befragungen über den zeitaufwand im haushalt und deren subjektive beantwortungen . 3 . und jetzt zum kern - fahrens jetzt zu mittag durch die große stadt und beobachtens die baustellen . wer da so aller in der größten hitze arbeitet . und dann ein kurzer abstecher ins städtische strandbad . und dann reden wir noch einmal über privilegierte positionen und die realität .,SentimentNegative,0
124358,,"das mit dem ""hauptsächlich Geld verdienen"" bei den Männern startet oft erst dann so richtig, wenn durch Familienzuwachs die Ansprüche steigen (vor allem an´s Wohnen)","das mit dem  hauptsächlich geld verdienen  bei den männern startet oft erst dann so richtig , wenn durch familienzuwachs die ansprüche steigen ( vor allem an´s wohnen )",SentimentNeutral,1
124359,,"Gab und gibt es wichtigere Probleme für Frauen als die Bundeshymne? Klar, jede Menge. Nur ist der Text der Bundeshymne und die Debatte darüber ein gutes Symbol, um die sichtbar zu machen. Im Idealfall sind solche kleinen symbolischen Änderungen bei Nebenproblemen ein Weckruf, um die Debatte um die echten Probleme anzugehen. Also: Töchter in die Hymne, damit wir ernsthaft über Gewalt gegen Frauen, Missachtung von Frauen, die systematische schlechtere Bezahlung von Frauen reden.","gab und gibt es wichtigere probleme für frauen als die bundeshymne ? klar , jede menge . nur ist der text der bundeshymne und die debatte darüber ein gutes symbol , um die sichtbar zu machen . im idealfall sind solche kleinen symbolischen änderungen bei nebenproblemen ein weckruf , um die debatte um die echten probleme anzugehen . also : töchter in die hymne , damit wir ernsthaft über gewalt gegen frauen , missachtung von frauen , die systematische schlechtere bezahlung von frauen reden .",SentimentNeutral,1
124360,,"Gender bedeutet nichts anderes als .gesellschaftlich konstruiertes Geschlecht, im Gegensatz zu biologischem Geschlecht (""sex"").
Mit  ""geschlechter-gerecht nicht gerechtigkeit oder gleichberechtigung"" hat das nicht das Geringste zu tun.","gender bedeutet nichts anderes als . gesellschaftlich konstruiertes geschlecht , im gegensatz zu biologischem geschlecht (  sex  ) . mit  geschlechter-gerecht nicht gerechtigkeit oder gleichberechtigung  hat das nicht das geringste zu tun .",SentimentNeutral,1
124361,,"Michael Moore gab seinen ""liberal friends"" Tipps für die Diskussion mit Konservativen bzw. Republikanern:
Gebt zu, dass es Unterschiede gibt zwischen Männern und Frauen! Sollte das jemandem schwer fallen, kann ich euch Fotos zeigen.","michael moore gab seinen  liberal friends  tipps für die diskussion mit konservativen bzw . republikanern : gebt zu , dass es unterschiede gibt zwischen männern und frauen ! sollte das jemandem schwer fallen , kann ich euch fotos zeigen .",SentimentNeutral,1
124362,,"Na, wenn seine persönlichen Erlebnisse ein Argument sind, sind es meine wohl auch.","na , wenn seine persönlichen erlebnisse ein argument sind , sind es meine wohl auch .",SentimentNeutral,1
124363,,"Falsche Sprache wird nicht richtiger, wenn sie von der Politik angeordnet wird.
Es gibt im Deutschen eine Sache namens ""generisches Maskulinum"".
Das ist genau so richtig und verdammt noch mal zu akzeptieren, so wie der Umstand, dass in unserer Sprache der Plural von grammatikalisch maskulinen Substantiven mit dem femininen Artikel gebildet wird. Ist so. Niemand wird sich über ""DIE Männer"" aufregen, obwohl DIE doch eigentlich weiblich ist.","falsche sprache wird nicht richtiger , wenn sie von der politik angeordnet wird . es gibt im deutschen eine sache namens  generisches maskulinum  . das ist genau so richtig und verdammt noch mal zu akzeptieren , so wie der umstand , dass in unserer sprache der plural von grammatikalisch maskulinen substantiven mit dem femininen artikel gebildet wird . ist so . niemand wird sich über  die männer  aufregen , obwohl die doch eigentlich weiblich ist .",SentimentNegative,0
124364,,Das ist mit Verlaub eine sehr einfache Sicht der Dinge.,das ist mit verlaub eine sehr einfache sicht der dinge .,SentimentNeutral,1
124365,Der gesellschaftliche und kulturelle Wandel durch den aktuellen Migrationsdruck aus tatsächlich sehr patriachalischen Gesellschaften,"Der gesellschaftliche und kulturelle Wandel durch den aktuellen Migrationsdruck aus tatsächlich sehr patriachalischen Gesellschaften wird für die Frauenbewegung noch ein viel schwierigeres Problem werden, als es Gabalier, FPÖ und die bösen ""normalen"" Österreicher je sein könnten.","der gesellschaftliche und kulturelle wandel durch den aktuellen migrationsdruck aus tatsächlich sehr patriachalischen gesellschaften wird für die frauenbewegung noch ein viel schwierigeres problem werden , als es gabalier , fpö und die bösen  normalen  österreicher je sein könnten .",SentimentNegative,0
124366,,"Und die Rosinen rauszupicken! Frau (man darf man ja nicht schreiben, nur 1 n? egal) pocht auf die Beseitigung von Nachteilen, was auch ok ist, aber Privilegien abgeben? niemals. Rechte und Pflichten, das eine gibts nicht ohne das andere.","und die rosinen rauszupicken ! frau ( man darf man ja nicht schreiben , nur 1 n ? egal ) pocht auf die beseitigung von nachteilen , was auch ok ist , aber privilegien abgeben ? niemals . rechte und pflichten , das eine gibts nicht ohne das andere .",SentimentNegative,0
124367,,man,man,SentimentNeutral,1
124368,offtopic,"offtopic Die Geschichte der Lottomillionäre beweist, dass die wenigstens zum Millionär befähigt sind.","offtopic die geschichte der lottomillionäre beweist , dass die wenigstens zum millionär befähigt sind .",SentimentNeutral,1
124369,fast...,"fast... Hallo... 

im Februar war ich auf einem Vortrag von Dr. Guido Strunk - hier ein Interview aus 2009: 

http://diestandard.at/1253807772497/Eine-Frau-muss-ein-Mann-sein-um-Karriere-zu-machen 

Er hat ziemlich genau untersucht, ob die von Ihnen genannten Argumente denn wirklich stimmen - und ist zu einem differenzierteren Ergebnis gekommen - auch wenn der Soziale Hintergrund und die Ausbildung identisch sind, und alle Teilzeitler und Elternkarenzler herausgerechnet warden, verdienen Frauen immer noch weniger... Das mit ""um jeden Preis"" wäre dann das einzige Argument, dass so noch halbwegs stehen gelassen werden könnte... 

Bei Interesse einfach mal Guido Strunks Studie studieren :-)","fast . hallo . im februar war ich auf einem vortrag von dr . guido strunk - hier ein interview aus 2009 : URL er hat ziemlich genau untersucht , ob die von ihnen genannten argumente denn wirklich stimmen - und ist zu einem differenzierteren ergebnis gekommen - auch wenn der soziale hintergrund und die ausbildung identisch sind , und alle teilzeitler und elternkarenzler herausgerechnet warden , verdienen frauen immer noch weniger . das mit  um jeden preis  wäre dann das einzige argument , dass so noch halbwegs stehen gelassen werden könnte . bei interesse einfach mal guido strunks studie studieren EMOTICON",SentimentNeutral,1
124370,,"""wir könnten uns doch bitte in Zeiten gesetzlicher Gleichstellung völlig autonom und autark für ein Lebensmodell entscheiden. Anderes formuliert: selber schuld also.""

Ja, in der Realität ist es leider immer noch so, dass Freiheit eben nicht losgelöst von Verantwortung (zumindest für sich selbst) genossen werden kann.

Die Infantilisierung der Frauen schreitet unter dem Motto ""Freiheit ohne Verantwortung"" aber glücklicherweise weiter voran, es ist dennoch fraglich, ob am Ende wirklich genau die weibliche Freiheit herauskommt, die sich die heutigen Feministen durchschnittlich so ausmalen.

Vielleicht wird es auch ein Fall für ""gone horribly right"", man darf weiterhin gespannt sein."," wir könnten uns doch bitte in zeiten gesetzlicher gleichstellung völlig autonom und autark für ein lebensmodell entscheiden . anderes formuliert : selber schuld also .  ja , in der realität ist es leider immer noch so , dass freiheit eben nicht losgelöst von verantwortung ( zumindest für sich selbst ) genossen werden kann . die infantilisierung der frauen schreitet unter dem motto  freiheit ohne verantwortung  aber glücklicherweise weiter voran , es ist dennoch fraglich , ob am ende wirklich genau die weibliche freiheit herauskommt , die sich die heutigen feministen durchschnittlich so ausmalen . vielleicht wird es auch ein fall für  gone horribly right  , man darf weiterhin gespannt sein .",SentimentNeutral,1
124371,,"Autsch. Eine Frau aus privilegierten Verhältnissen versteht das Prinzip der Solidarität nicht und sieht verächtlich auf alle runter, die ihrer bedürfen. Man kann so auch leben, keine Frage. Nur darf man sich dann nicht beschweren, für eine Menschenverachterin gehalten zu werden.","autsch . eine frau aus privilegierten verhältnissen versteht das prinzip der solidarität nicht und sieht verächtlich auf alle runter , die ihrer bedürfen . man kann so auch leben , keine frage . nur darf man sich dann nicht beschweren , für eine menschenverachterin gehalten zu werden .",SentimentNegative,0
124372,,"Solange man(n) wegen seiner primären Geschlechtsmerkmale so massiven gesetzlich verankerten Diskriminierungen wie der Wehrpflicht und dem späteren Pensionsalter ausgesetzt ist, solang hat man(n) halt wenig Verständnis, wenn man ständig vorgehalten bekommt, wie privilegiert man(n) doch zu Unrecht durch sein Geschlecht ist, was man(n) doch für ein böser Frauendiskriminierer ist und wie man(n) noch mehr ""positiv diskriminiert"" werden sollte, um die bemitleidenswerte nicht wehrpflichtige und früher in Pension gehende Hälfte der Menschheit besser zu fördern.","solange man ( n ) wegen seiner primären geschlechtsmerkmale so massiven gesetzlich verankerten diskriminierungen wie der wehrpflicht und dem späteren pensionsalter ausgesetzt ist , solang hat man ( n ) halt wenig verständnis , wenn man ständig vorgehalten bekommt , wie privilegiert man ( n ) doch zu unrecht durch sein geschlecht ist , was man ( n ) doch für ein böser frauendiskriminierer ist und wie man ( n ) noch mehr  positiv diskriminiert  werden sollte , um die bemitleidenswerte nicht wehrpflichtige und früher in pension gehende hälfte der menschheit besser zu fördern .",SentimentNegative,0
124373,Wieso...,Wieso... ... macht man sich eigentlich Gedanken welches Geschlecht mehr/weniger verdient und nicht welches Geschlecht die besser Working-life-balance hat?,wieso . . macht man sich eigentlich gedanken welches geschlecht mehr / weniger verdient und nicht welches geschlecht die besser working-life-balance hat ?,SentimentNeutral,1
124374,,"Was mit dem ""Klasse außen vorlassen"" meinst, bitte erklären. Nicht ironisch gemeint. Interessiert mich. Ich hab hier ja schon meine Kritik an Teilen des Feminismus geäußert, die vorwiegend die Interessen (weißer) Mittelschichfrauen vertreten. (Was aus meiner Sicht nicht Feminismus per se infrage stellt.)
Die beiden Fälle, die du zitierst: Nun ja, Einzelfälle, die kaum Beachtung finden, sich aber natürlich eignen, Ressentiments jeglicher Art zu rationalisieren. Wer daraus eine Systematik ableitet, ist selber schuld.","was mit dem  klasse außen vorlassen  meinst , bitte erklären . nicht ironisch gemeint . interessiert mich . ich hab hier ja schon meine kritik an teilen des feminismus geäußert , die vorwiegend die interessen ( weißer ) mittelschichfrauen vertreten . ( was aus meiner sicht nicht feminismus per se infrage stellt . ) die beiden fälle , die du zitierst : nun ja , einzelfälle , die kaum beachtung finden , sich aber natürlich eignen , ressentiments jeglicher art zu rationalisieren . wer daraus eine systematik ableitet , ist selber schuld .",SentimentNeutral,1
124375,"die lösung liegt darin die wertfreie polarität als richtig zu akzeptieren, und sein ego zu überweinden","die lösung liegt darin die wertfreie polarität als richtig zu akzeptieren, und sein ego zu überweinden Unsinn

ob ich die gesellschaftlich traditionelle ""Polarität"" selber le oder nicht, das ist meine Sache, ich habe da kein ego zu überwinden, nur um so zu sein, wie die anderen mich haben wollen","die lösung liegt darin die wertfreie polarität als richtig zu akzeptieren , und sein ego zu überweinden unsinn ob ich die gesellschaftlich traditionelle  polarität  selber le oder nicht , das ist meine sache , ich habe da kein ego zu überwinden , nur um so zu sein , wie die anderen mich haben wollen",SentimentNegative,0
124376,,"Abgesehen vom Zerrbild, das du im ersten Absatz vom Feminismus zeichnest: Klar gibt es in unserer Gesellschaft mehr als einen diskriminierenden Mechanismus. Klar gibt es mehr als eine Gruppe, die strukturell benachteiligt wird. Klar ändert immer wieder, welche Gruppen Opfer der sozialen und ökonomischen Umstände werden. Dass es eine Gruppe Männer gibt, die gerade gewaltig unter die Räder kommt (was uns gerade um die Ohren fliegt), ist freilich kein Beweis, dass es Frauen insgesamt besser getroffen hätten oder schon gar im Vorteil wären.","abgesehen vom zerrbild , das du im ersten absatz vom feminismus zeichnest : klar gibt es in unserer gesellschaft mehr als einen diskriminierenden mechanismus . klar gibt es mehr als eine gruppe , die strukturell benachteiligt wird . klar ändert immer wieder , welche gruppen opfer der sozialen und ökonomischen umstände werden . dass es eine gruppe männer gibt , die gerade gewaltig unter die räder kommt ( was uns gerade um die ohren fliegt ) , ist freilich kein beweis , dass es frauen insgesamt besser getroffen hätten oder schon gar im vorteil wären .",SentimentNeutral,1
124377,,"apropos guter Ton

eine Glocke mit einem Sprung in der Schüssel, kann die Untermalung kaum halten was es versprechen würde

----
habt ihr gewusst, dass das Mumok aus Zeolithe gebaut wurde ?
Ich glaub ja fast sicher zu sein, dass Allgemeinbildung für SmallTalk wesentlich sinnvoller ist, als reine gläubige Thematik","apropos guter ton eine glocke mit einem sprung in der schüssel , kann die untermalung kaum halten was es versprechen würde - habt ihr gewusst , dass das mumok aus zeolithe gebaut wurde ? ich glaub ja fast sicher zu sein , dass allgemeinbildung für smalltalk wesentlich sinnvoller ist , als reine gläubige thematik",SentimentNeutral,1
124378,,"Ah, da ist es ja wieder. Das obligatorische Posting zum Bundesheer. Dass wir als neutrales Land eigentlich einen Katastrophenschutzdienst haben sollten anstatt eines Heeres ist natürlich etwas, das dir über den Kopf hinwegfliegt und jedem anderen, der dieses seltsame Argument aufgreift.","ah , da ist es ja wieder . das obligatorische posting zum bundesheer . dass wir als neutrales land eigentlich einen katastrophenschutzdienst haben sollten anstatt eines heeres ist natürlich etwas , das dir über den kopf hinwegfliegt und jedem anderen , der dieses seltsame argument aufgreift .",SentimentNeutral,1
124379,,Toller Humor. Leider nur einmal Grün!,toller humor . leider nur einmal grün !,SentimentNeutral,1
124380,"Und warum sind Berufe, in denen Männer arbeiten fast durchwegs immer besser bezahlt als Berufe, in denen vorwiegend Frauen arbeiten?","Und warum sind Berufe, in denen Männer arbeiten fast durchwegs immer besser bezahlt als Berufe, in denen vorwiegend Frauen arbeiten? stellens die frage doch mal umgekehrt:

Und warum arbeiten Frauen vorwiegend in Berufen,die fast durchwegs immer schlechter bezahlt werden als andere?

""Und warum wird die Bezahlung immer dann schlechter, wenn der Beruf nicht mehr von Männern ausgeübt wird sondern von Frauen? ""

weil sich das Berufsbild geändert hat (allein ihr vergleich mit einem ""sekretär"" zu Zeiten der kuk Hofkanzleien mit der tippse der sechziger jahre kostet mich ein lächeln), und weil Frauen sich eben allem anschein nach leichter im lohn drücken lassen (was auch wieder verschiedene gründe hat, nicht zuletzt die Haltung, daß das wesentliche Geld eh der Göttergatte heim bringt)","und warum sind berufe , in denen männer arbeiten fast durchwegs immer besser bezahlt als berufe , in denen vorwiegend frauen arbeiten ? stellens die frage doch mal umgekehrt : und warum arbeiten frauen vorwiegend in berufen , die fast durchwegs immer schlechter bezahlt werden als andere ?  und warum wird die bezahlung immer dann schlechter , wenn der beruf nicht mehr von männern ausgeübt wird sondern von frauen ?  weil sich das berufsbild geändert hat ( allein ihr vergleich mit einem  sekretär  zu zeiten der kuk hofkanzleien mit der tippse der sechziger jahre kostet mich ein lächeln ) , und weil frauen sich eben allem anschein nach leichter im lohn drücken lassen ( was auch wieder verschiedene gründe hat , nicht zuletzt die haltung , daß das wesentliche geld eh der göttergatte heim bringt )",SentimentNegative,0
124381,das problem das ich mit internet feministinnen habe,"das problem das ich mit internet feministinnen habe ist, dass sie eben nicht diskutieren und ihre argumente mit daten untermauern sondern schnell mit brunnenvergiftern und diskussionsbeendern wie ""frauenfeind"", ""sexist"", ""rape apologist"", etc. um sich werfen wenn man wagt ihnen zu widersprechen oder nach belegen für ihre behauptungen zu fragen.

feminismus ist im jahre 2015 totalitäres und anales micromanaging von subjektivem fehlverhalten von männern (siehe z.b. die unsägliche manspreading kampangne in new york)

würden sich die fems um WIRKLICHE probleme von frauen kümmern (siehe frauen im islam, im hinduismus oder in weiten teilen afrikas) und sich um die probleme der männer scheren, würde ich mich auch feminist nennen... 

tun sie aber nicht, deshalb bleibe ich ein egalitärer humanist.","das problem das ich mit internet feministinnen habe ist , dass sie eben nicht diskutieren und ihre argumente mit daten untermauern sondern schnell mit brunnenvergiftern und diskussionsbeendern wie  frauenfeind  ,  sexist  ,  rape apologist  , etc . um sich werfen wenn man wagt ihnen zu widersprechen oder nach belegen für ihre behauptungen zu fragen . feminismus ist im jahre 2015 totalitäres und anales micromanaging von subjektivem fehlverhalten von männern ( siehe z . b . die unsägliche manspreading kampangne in new york ) würden sich die fems um wirkliche probleme von frauen kümmern ( siehe frauen im islam , im hinduismus oder in weiten teilen afrikas ) und sich um die probleme der männer scheren , würde ich mich auch feminist nennen . tun sie aber nicht , deshalb bleibe ich ein egalitärer humanist .",SentimentNeutral,1
124382,,"Ich bitte um den konkreten, mit Zahlen untermauerten Nachweis, dass eine männerdominierte Branche schlechter bezahlt wurde, als sie frauendominiert wurde. Würde mich echt interessieren.","ich bitte um den konkreten , mit zahlen untermauerten nachweis , dass eine männerdominierte branche schlechter bezahlt wurde , als sie frauendominiert wurde . würde mich echt interessieren .",SentimentNeutral,1
124383,,Laut der erwähnten Studie sind die Frauen zumindest glücklicher.,laut der erwähnten studie sind die frauen zumindest glücklicher .,SentimentNeutral,1
